"订单编号","买家应付货款","买家应付邮费","买家支付积分","总金额","返点积分","买家实际支付金额","买家实际支付积分","订单状态","买家留言","运送方式","订单创建时间","订单付款时间 ","宝贝标题 ","宝贝种类 ","物流单号 ","物流公司","备注标签","商家备注","宝贝总数量","店铺Id","店铺名称","确认收货时间","打款商家金额"
"2004370537491304491","50.00","0.00","0","50.00","0","50.00","0","交易成功","","快递","2023-10-30 14:42:46","2023-10-30 14:42:48","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","5","","ztztzt108的小店","2023-10-31 07:27:01","50.00元"
"3576242918289114122","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2023-10-22 11:51:07","2023-10-22 11:51:41","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","2023-10-22 16:43:46","100.00元"
"3576241406181114122","10.00","0.00","0","10.00","0","10.00","0","交易关闭","","快递","2023-10-22 11:49:25","","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","1","","ztztzt108的小店","","0.00元"
"3569094543723162400","232.80","0.00","0","232.80","0","232.80","0","交易成功","","快递","2023-10-17 15:18:53","2023-10-17 15:19:05","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","24","","ztztzt108的小店","2023-10-27 18:01:32","232.80元"
"1990697271390838978","396.86","0.00","0","396.86","0","396.86","0","交易关闭","","快递","2023-10-13 21:51:34","","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","40","","ztztzt108的小店","","0.00元"
"3561148296451642059","348.48","0.00","0","348.48","0","348.48","0","交易成功","","快递","2023-10-12 14:06:07","2023-10-12 14:07:03","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","35","","ztztzt108的小店","2023-10-20 15:54:27","348.48元"
"1989461425060848566","400.00","0.00","0","400.00","0","400.00","0","交易成功","","快递","2023-10-11 15:49:16","2023-10-11 15:49:26","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","40","","ztztzt108的小店","2023-10-18 12:14:46","400.00元"
"3558111120427278917","298.42","0.00","0","298.42","0","298.42","0","交易成功","","快递","2023-10-10 15:03:53","2023-10-10 15:03:57","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","30","","ztztzt108的小店","2023-10-17 09:56:40","298.42元"
"3558492543639836223","299.00","0.00","0","299.00","0","299.00","0","交易成功","","快递","2023-10-10 12:22:02","2023-10-10 12:22:04","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","30","","ztztzt108的小店","2023-10-16 10:54:39","299.00元"
"3558405782861836223","291.00","0.00","0","291.00","0","291.00","0","交易成功","","快递","2023-10-10 12:01:24","2023-10-10 12:01:28","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","30","","ztztzt108的小店","2023-10-16 10:54:39","291.00元"
"1987532474841959292","58.20","0.00","0","58.20","0","58.20","0","交易成功","","快递","2023-10-08 20:08:08","2023-10-08 20:08:10","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","6","","ztztzt108的小店","2023-10-09 22:05:55","58.20元"
"1986907227447924969","300.00","0.00","0","300.00","0","300.00","0","交易成功","","快递","2023-10-08 09:40:46","2023-10-08 09:41:00","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","30","","ztztzt108的小店","2023-10-18 15:43:41","300.00元"
"1984131733087924969","293.12","0.00","0","293.12","0","293.12","0","交易成功","","快递","2023-10-03 13:01:58","2023-10-03 13:02:05","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","30","","ztztzt108的小店","2023-10-05 14:08:44","293.12元"
"3545015439583862950","299.64","0.00","0","299.64","0","299.64","0","交易成功","","快递","2023-09-30 17:13:40","2023-09-30 17:13:54","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","30","","ztztzt108的小店","2023-10-03 17:34:52","299.64元"
"1982324281329217466","299.90","0.00","0","299.90","0","299.90","0","交易成功","","快递","2023-09-29 21:58:35","2023-09-29 21:58:39","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","30","","ztztzt108的小店","2023-10-03 20:34:41","299.90元"
"1981924719073827594","300.00","0.00","0","300.00","0","300.00","0","交易成功","","快递","2023-09-29 15:49:23","2023-09-29 15:49:28","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","30","","ztztzt108的小店","2023-10-02 14:33:21","300.00元"
"3519039531454401161","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2023-09-12 17:46:34","2023-09-12 17:48:40","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","50","","ztztzt108的小店","2023-09-13 12:26:07","500.00元"
"3518309484969724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2023-09-12 17:43:52","2023-09-12 17:44:14","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","50","","ztztzt108的小店","2023-09-13 12:24:56","500.00元"
"3467239239242556450","145.50","0.00","0","145.50","0","145.50","0","交易成功","","快递","2023-08-08 08:56:06","2023-08-08 08:56:22","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","15","","ztztzt108的小店","2023-08-18 17:04:22","145.50元"
"1945499197664288388","155.20","0.00","0","155.20","0","155.20","0","交易成功","","快递","2023-08-04 14:19:12","2023-08-04 14:19:33","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","16","","ztztzt108的小店","2023-08-15 09:56:14","155.20元"
"3441547944680829510","9.70","0.00","0","9.70","0","9.70","0","交易成功","","快递","2023-07-19 18:57:51","2023-07-19 18:57:58","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","1","","ztztzt108的小店","2023-07-29 19:28:13","9.70元"
"3431152477404081259","150.00","0.00","0","150.00","0","150.00","0","交易成功","","快递","2023-07-11 15:28:35","2023-07-11 15:28:41","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","15","","ztztzt108的小店","2023-07-13 13:48:03","150.00元"
"3431189847363389755","120.00","0.00","0","120.00","0","120.00","0","交易成功","","快递","2023-07-11 14:05:09","2023-07-11 14:05:15","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","12","","ztztzt108的小店","2023-07-12 09:35:23","120.00元"
"3420427248381650501","339.50","0.00","0","339.50","0","339.50","0","交易成功","","快递","2023-07-03 21:24:52","2023-07-03 21:24:58","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","35","","ztztzt108的小店","2023-07-05 15:57:53","339.50元"
"1924670030633733782","199.62","0.00","0","199.62","0","199.62","0","交易成功","","快递","2023-06-30 09:19:33","2023-06-30 09:19:40","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","20","","ztztzt108的小店","2023-06-30 15:41:47","199.62元"
