"订单编号","买家应付货款","买家应付邮费","买家支付积分","总金额","返点积分","买家实际支付金额","买家实际支付积分","订单状态","买家留言","运送方式","订单创建时间","订单付款时间 ","宝贝标题 ","宝贝种类 ","物流单号 ","物流公司","备注标签","商家备注","宝贝总数量","店铺Id","店铺名称","确认收货时间","打款商家金额"
"3950459208035067144","70.00","0.00","0","70.00","0","70.00","0","交易成功","","快递","2024-06-29 19:46:02","2024-06-29 19:46:43","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","7","","ztztzt108的小店","2024-06-30 16:36:00","70.00元"
"3949081887731182328","230.00","0.00","0","230.00","0","230.00","0","交易成功","","快递","2024-06-28 10:50:16","2024-06-28 10:50:20","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","23","","ztztzt108的小店","2024-07-04 14:43:18","230.00元"
"2204533274037382991","223.10","0.00","0","223.10","0","223.10","0","交易成功","","快递","2024-06-25 16:49:16","2024-06-25 16:49:23","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","23","","ztztzt108的小店","2024-07-01 23:13:10","223.10元"
"3944593910003952706","220.00","0.00","0","220.00","0","220.00","0","交易成功","","快递","2024-06-24 10:09:54","2024-06-24 10:10:03","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","22","","ztztzt108的小店","2024-06-27 22:24:12","220.00元"
"2196575041468849187","120.00","0.00","0","120.00","0","120.00","0","交易成功","","快递","2024-06-18 11:32:50","2024-06-18 11:32:59","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","12","","ztztzt108的小店","2024-06-20 17:45:17","120.00元"
"3931125625090949748","145.50","0.00","0","145.50","0","145.50","0","交易成功","","快递","2024-06-14 17:58:10","2024-06-14 17:58:16","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","15","","ztztzt108的小店","2024-06-14 22:38:41","145.50元"
"3931240250143949748","145.50","0.00","0","145.50","0","145.50","0","交易成功","","快递","2024-06-14 17:13:42","2024-06-14 17:14:01","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","15","","ztztzt108的小店","2024-06-14 22:38:41","145.50元"
"2185653435724806276","237.03","0.00","0","237.03","0","237.03","0","交易成功","","快递","2024-06-09 17:54:46","2024-06-09 17:54:55","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","24","","ztztzt108的小店","2024-06-22 16:30:40","237.03元"
"2185470338187545076","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2024-06-09 09:45:50","2024-06-09 09:46:07","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","10","","ztztzt108的小店","2024-06-20 11:44:46","100.00元"
"2183804688381068787","174.60","0.00","0","174.60","0","174.60","0","交易成功","","快递","2024-06-07 23:33:58","2024-06-07 23:34:05","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","18","","ztztzt108的小店","2024-06-11 17:26:12","174.60元"
"3922699825099396525","174.60","0.00","0","174.60","0","174.60","0","交易成功","","快递","2024-06-07 17:39:19","2024-06-07 17:39:25","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","18","","ztztzt108的小店","2024-06-10 17:49:52","174.60元"
"2181229503315545076","190.00","0.00","0","190.00","0","190.00","0","交易成功","","快递","2024-06-05 15:07:04","2024-06-05 15:07:10","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","19","","ztztzt108的小店","2024-06-08 12:35:57","190.00元"
"2181230402783806276","174.60","0.00","0","174.60","0","174.60","0","交易成功","","快递","2024-06-05 10:50:14","2024-06-05 10:50:20","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","18","","ztztzt108的小店","2024-06-07 12:02:04","174.60元"
"2181541909279806276","9.70","0.00","0","9.70","0","9.70","0","交易关闭","","快递","2024-06-05 10:44:42","","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","1","","ztztzt108的小店","","0.00元"
"2177940686971285188","150.00","0.00","0","150.00","0","150.00","0","交易成功","","快递","2024-06-02 17:06:29","2024-06-02 17:06:33","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","15","","ztztzt108的小店","2024-06-03 19:32:10","150.00元"
"2177829193580245159","199.30","0.00","0","199.30","0","199.30","0","交易成功","","快递","2024-06-02 11:37:19","2024-06-02 11:37:32","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","20","","ztztzt108的小店","2024-06-06 16:47:44","199.30元"
"3914222005961649422","194.00","0.00","0","194.00","0","194.00","0","交易成功","","快递","2024-06-01 11:15:22","2024-06-01 11:15:27","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","20","","ztztzt108的小店","2024-06-04 12:11:32","194.00元"
"3913376610878396525","194.00","0.00","0","194.00","0","194.00","0","交易成功","","快递","2024-05-31 21:27:13","2024-05-31 21:27:18","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","20","","ztztzt108的小店","2024-06-03 23:02:40","194.00元"
"2172774470751220792","200.00","0.00","0","200.00","0","200.00","0","交易成功","","快递","2024-05-29 22:08:09","2024-05-29 22:08:14","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","20","","ztztzt108的小店","2024-06-03 08:11:18","200.00元"
"2171622072850220792","180.00","0.00","0","180.00","0","180.00","0","交易成功","","快递","2024-05-29 10:24:25","2024-05-29 10:24:33","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","18","","ztztzt108的小店","2024-06-01 20:48:39","180.00元"
"2171466267066545076","440.00","0.00","0","440.00","0","440.00","0","交易成功","","快递","2024-05-28 23:04:18","2024-05-28 23:04:26","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","44","","ztztzt108的小店","2024-06-03 09:39:59","440.00元"
"2170937606307545076","370.00","0.00","0","370.00","0","370.00","0","交易成功","","快递","2024-05-28 12:39:54","2024-05-28 12:40:01","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","37","","ztztzt108的小店","2024-06-03 09:34:38","370.00元"
"3907569348994675314","177.52","0.00","0","177.52","0","177.52","0","交易成功","","快递","2024-05-27 23:00:48","2024-05-27 23:00:54","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","18","","ztztzt108的小店","2024-06-01 19:41:06","177.52元"
"2169927408891432771","174.60","0.00","0","174.60","0","174.60","0","交易成功","","快递","2024-05-27 23:00:08","2024-05-27 23:00:14","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","18","","ztztzt108的小店","2024-06-01 20:14:22","174.60元"
"2169938712491432771","180.00","0.00","0","180.00","0","180.00","0","交易关闭","","快递","2024-05-27 22:59:28","","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","18","","ztztzt108的小店","","0.00元"
"3907426564399649422","164.90","0.00","0","164.90","0","164.90","0","交易成功","","快递","2024-05-27 21:56:40","2024-05-27 21:56:46","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","17","","ztztzt108的小店","2024-06-01 10:26:43","164.90元"
"3905728923952675314","194.00","0.00","0","194.00","0","194.00","0","交易成功","","快递","2024-05-26 17:10:46","2024-05-26 17:10:52","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","20","","ztztzt108的小店","2024-06-04 21:18:12","194.00元"
"3901437111643649422","715.26","0.00","0","715.26","0","715.26","0","交易成功","","快递","2024-05-23 15:06:12","2024-05-23 15:06:16","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","72","","ztztzt108的小店","2024-05-26 13:58:39","715.26元"
"3900995280353649422","97.00","0.00","0","97.00","0","97.00","0","交易关闭","","快递","2024-05-23 15:05:47","","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","10","","ztztzt108的小店","","0.00元"
"2162264304598019858","180.00","0.00","0","180.00","0","180.00","0","交易成功","","快递","2024-05-22 10:49:04","2024-05-22 10:49:10","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","18","","ztztzt108的小店","2024-05-25 11:11:17","180.00元"
"2158285767144845886","150.00","0.00","0","150.00","0","150.00","0","交易成功","","快递","2024-05-20 11:10:36","2024-05-20 11:10:42","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","15","","ztztzt108的小店","2024-05-20 23:41:40","150.00元"
"2158172799938895568","149.60","0.00","0","149.60","0","149.60","0","交易成功","","快递","2024-05-20 09:32:34","2024-05-20 09:32:40","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","15","","ztztzt108的小店","2024-05-30 22:42:47","149.60元"
"2157367620174019858","180.00","0.00","0","180.00","0","180.00","0","交易成功","","快递","2024-05-19 16:24:45","2024-05-19 16:24:50","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","18","","ztztzt108的小店","2024-05-22 10:15:29","180.00元"
"2156593839763845886","800.00","0.00","0","800.00","0","800.00","0","交易成功","","快递","2024-05-18 18:27:35","2024-05-18 18:27:43","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","80","","ztztzt108的小店","2024-05-20 23:41:40","800.00元"
"3888383727949836223","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2024-05-15 20:00:25","2024-05-15 20:00:27","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","10","","ztztzt108的小店","2024-05-23 20:12:42","100.00元"
"2151332871114760983","145.50","0.00","0","145.50","0","145.50","0","交易成功","","快递","2024-05-14 10:03:14","2024-05-14 10:03:28","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","15","","ztztzt108的小店","2024-05-24 10:40:30","145.50元"
"3886662386969836223","200.00","0.00","0","200.00","0","200.00","0","交易成功","","快递","2024-05-13 23:48:00","2024-05-13 23:48:02","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","20","","ztztzt108的小店","2024-05-15 20:00:12","200.00元"
"2149120776508845886","200.00","0.00","0","200.00","0","200.00","0","交易成功","","快递","2024-05-12 12:12:45","2024-05-12 12:12:51","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","20","","ztztzt108的小店","2024-05-12 12:50:27","200.00元"
"2148078759353845886","179.30","0.00","0","179.30","0","179.30","0","交易成功","","快递","2024-05-11 09:46:20","2024-05-11 09:46:26","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","18","","ztztzt108的小店","2024-05-12 00:25:13","179.30元"
"2142978060604388669","50.00","0.00","0","50.00","0","50.00","0","交易成功","","快递","2024-05-07 14:44:52","2024-05-07 14:45:00","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","5","","ztztzt108的小店","2024-05-08 23:21:54","50.00元"
"2143126599787388669","10.00","0.00","0","10.00","0","10.00","0","交易成功","","快递","2024-05-07 14:42:52","2024-05-07 14:43:03","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","1","","ztztzt108的小店","2024-05-08 23:21:54","10.00元"
"2140741668141119662","10.00","0.00","0","10.00","0","0.00","0","交易关闭","","快递","2024-05-05 14:39:32","2024-05-05 14:39:34","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","1","","ztztzt108的小店","","0.00元"
"3874907343450481616","260.00","0.00","0","260.00","0","260.00","0","交易成功","","快递","2024-05-05 07:01:53","2024-05-05 07:02:03","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","26","","ztztzt108的小店","2024-05-15 15:00:07","260.00元"
"3867849288690699603","300.00","0.00","0","300.00","0","300.00","0","交易成功","","快递","2024-04-29 07:10:02","2024-04-29 07:13:42","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","30","","ztztzt108的小店","2024-05-09 13:46:27","300.00元"
"3863193012597508325","196.84","0.00","0","196.84","0","196.84","0","交易成功","","快递","2024-04-25 15:01:04","2024-04-25 15:01:10","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","20","","ztztzt108的小店","2024-04-28 05:07:52","196.84元"
"3863440909457508325","97.00","0.00","0","97.00","0","97.00","0","交易成功","","快递","2024-04-25 15:00:50","2024-04-25 15:00:52","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","10","","ztztzt108的小店","2024-04-28 05:07:52","97.00元"
"3860860716903724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2024-04-23 20:37:09","2024-04-23 20:37:23","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","50","","ztztzt108的小店","2024-05-03 20:44:15","500.00元"
"3861104257527724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2024-04-23 20:36:12","2024-04-23 20:36:46","web前端二次开发vueJava项目代编html5网页设计定制js/uniapp代做","1","","","","","50","","ztztzt108的小店","2024-05-03 20:37:12","500.00元"
"3854347815429508325","291.00","0.00","0","291.00","0","291.00","0","交易成功","","快递","2024-04-18 00:01:06","2024-04-18 00:01:55","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","30","","ztztzt108的小店","2024-04-18 22:26:32","291.00元"
"2116220270640290854","99.60","0.00","0","99.60","0","99.60","0","交易成功","","快递","2024-04-12 11:09:21","2024-04-12 11:10:58","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","10","","ztztzt108的小店","2024-04-23 11:09:52","99.60元"
"3837521630615664108","388.00","0.00","0","388.00","0","388.00","0","交易成功","","快递","2024-04-04 08:01:14","2024-04-04 08:02:03","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","40","","ztztzt108的小店","2024-04-15 22:01:31","388.00元"
"2107398182173527895","50.00","0.00","0","50.00","0","0.00","0","交易关闭","","快递","2024-04-03 13:36:43","2024-04-03 13:36:45","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","5","","ztztzt108的小店","","0.00元"
"3821331600113724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2024-03-21 20:31:36","2024-03-21 20:31:43","高效设计蓝湖/Figma/AI/UI全套设计网页APP设计全职UI原型图代做","1","","","","","50","","ztztzt108的小店","2024-03-31 20:33:14","500.00元"
"3821638357338724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2024-03-21 20:30:50","2024-03-21 20:30:58","网页go语言编程制做Gorm/Gin全栈开发/全职代做/专业定制","1","","","","","50","","ztztzt108的小店","2024-03-31 20:33:14","500.00元"
"2092496522053530081","583.68","0.00","0","583.68","0","583.68","0","交易成功","","快递","2024-03-20 14:15:34","2024-03-20 14:15:41","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","60","","ztztzt108的小店","2024-03-24 13:59:51","583.68元"
"3818291618808699603","300.00","0.00","0","300.00","0","300.00","0","交易成功","","快递","2024-03-18 23:05:15","2024-03-18 23:05:20","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","30","","ztztzt108的小店","2024-03-29 14:38:49","300.00元"
"2089382520703083784","741.51","0.00","0","741.51","0","741.51","0","交易成功","","快递","2024-03-18 15:08:19","2024-03-18 15:08:28","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","75","","ztztzt108的小店","2024-03-26 20:12:47","741.51元"
"2088210795681578979","582.00","0.00","0","582.00","0","582.00","0","交易成功","","快递","2024-03-17 08:15:19","2024-03-17 08:15:30","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","60","","ztztzt108的小店","2024-03-21 14:31:29","582.00元"
"2087344597702503372","49.71","0.00","0","49.71","0","0.00","0","交易关闭","","快递","2024-03-15 20:08:45","2024-03-15 20:08:47","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","5","","ztztzt108的小店","","0.00元"
"2085175740339290970","600.00","0.00","0","600.00","0","600.00","0","交易成功","","快递","2024-03-14 13:04:17","2024-03-14 13:04:23","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","60","","ztztzt108的小店","2024-03-19 17:01:15","600.00元"
"2084700577605068760","693.92","0.00","0","693.92","0","693.92","0","交易成功","","快递","2024-03-13 10:57:10","2024-03-13 10:57:19","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","70","","ztztzt108的小店","2024-03-16 20:05:56","693.92元"
"2078860657860895568","700.00","0.00","0","700.00","0","700.00","0","交易成功","","快递","2024-03-07 17:37:53","2024-03-07 17:37:59","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","70","","ztztzt108的小店","2024-03-13 09:33:57","700.00元"
"3799654346732664108","97.00","0.00","0","97.00","0","97.00","0","交易成功","","快递","2024-03-04 09:32:40","2024-03-04 09:32:51","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","2024-03-08 05:53:21","97.00元"
"3799117404798664108","97.00","0.00","0","97.00","0","97.00","0","交易关闭","","快递","2024-03-04 09:31:41","","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","","0.00元"
"2070174399909760983","594.93","0.00","0","594.93","0","594.93","0","交易成功","","快递","2024-02-29 13:21:53","2024-02-29 13:22:00","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","60","","ztztzt108的小店","2024-03-08 20:22:18","594.93元"
"3783241620637176559","686.91","0.00","0","686.91","0","686.91","0","交易成功","","快递","2024-02-19 17:21:09","2024-02-19 17:21:20","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","70","","ztztzt108的小店","2024-02-27 18:22:04","686.91元"
"3777094802865724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2024-02-14 16:33:03","2024-02-14 16:33:11","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","50","","ztztzt108的小店","2024-02-24 23:52:13","500.00元"
"3765292202717664108","97.00","0.00","0","97.00","0","97.00","0","交易成功","","快递","2024-02-01 11:35:29","2024-02-01 11:35:43","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","2024-02-02 17:17:35","97.00元"
"3765296594024664108","97.00","0.00","0","97.00","0","97.00","0","交易关闭","","快递","2024-02-01 11:34:22","","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","","0.00元"
"3761487721089724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2024-01-30 09:38:53","2024-01-30 09:39:06","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","50","","ztztzt108的小店","2024-02-09 13:10:06","500.00元"
"3751453333046848566","600.00","0.00","0","600.00","0","600.00","0","交易成功","","快递","2024-01-24 14:53:42","2024-01-24 14:55:35","网页vue/react/javascript/angular编程制做nodejs/PHP/JAVA开发","1","","","","","60","","ztztzt108的小店","2024-02-10 14:26:29","600.00元"
"2044954920319593994","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2024-01-11 14:02:55","2024-01-11 14:03:01","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2024-01-21 14:41:47","100.00元"
"2043806055187465376","48.50","0.00","0","48.50","0","48.50","0","交易成功","","快递","2024-01-08 11:47:08","2024-01-08 11:47:11","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","5","","ztztzt108的小店","2024-01-18 13:35:28","48.50元"
"3720199249447836223","700.00","0.00","0","700.00","0","700.00","0","交易成功","","快递","2024-01-05 13:36:20","2024-01-05 13:36:35","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","70","","ztztzt108的小店","2024-01-16 12:01:46","700.00元"
"3719934759755966315","80.00","0.00","0","80.00","0","80.00","0","交易成功","","快递","2024-01-05 07:30:28","2024-01-05 07:30:30","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","8","","ztztzt108的小店","2024-01-05 15:36:18","80.00元"
"2041140398337439870","30.00","0.00","0","30.00","0","30.00","0","交易成功","","快递","2024-01-02 15:19:32","2024-01-02 15:19:36","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","3","","ztztzt108的小店","2024-01-12 15:29:34","30.00元"
"3704076792508249039","194.00","0.00","0","194.00","0","194.00","0","交易成功","","快递","2023-12-25 14:54:45","2023-12-25 14:54:55","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","20","","ztztzt108的小店","2023-12-26 14:44:18","194.00元"
"3702393288097711179","60.00","0.00","0","60.00","0","60.00","0","交易成功","","快递","2023-12-24 17:02:50","2023-12-24 17:03:06","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","6","","ztztzt108的小店","2023-12-25 16:48:14","60.00元"
"3702808910475711179","99.96","0.00","0","99.96","0","99.96","0","交易成功","","快递","2023-12-24 16:32:11","2023-12-24 16:32:17","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","2023-12-25 16:48:14","99.96元"
"3691038133342510123","97.00","0.00","0","97.00","0","97.00","0","交易成功","","快递","2023-12-18 22:55:39","2023-12-18 22:55:43","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-19 14:25:58","97.00元"
"3691038567119200570","100.00","0.00","0","100.00","0","100.00","0","交易关闭","","快递","2023-12-18 21:31:08","","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","","0.00元"
"3690452376997200570","100.00","0.00","0","100.00","0","100.00","0","交易关闭","","快递","2023-12-18 21:29:59","","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","","0.00元"
"3690963254057200570","100.00","0.00","0","100.00","0","100.00","0","交易关闭","","快递","2023-12-18 21:28:54","","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","10","","ztztzt108的小店","","0.00元"
"3691017579703200570","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2023-12-18 21:26:52","2023-12-18 21:34:59","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-19 15:54:04","100.00元"
"3688105716181132356","29.10","0.00","0","29.10","0","29.10","0","交易成功","","快递","2023-12-17 19:52:39","2023-12-17 19:52:43","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","3","","ztztzt108的小店","2023-12-22 14:54:52","29.10元"
"3685749265736864401","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2023-12-16 13:17:05","2023-12-16 13:22:07","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-18 10:15:07","100.00元"
"3682058616689095324","77.60","0.00","0","77.60","0","0.00","0","交易关闭","","快递","2023-12-14 16:24:57","2023-12-14 16:25:05","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","8","","ztztzt108的小店","","0.00元"
"3680169014278292472","80.00","0.00","0","80.00","0","80.00","0","交易成功","","快递","2023-12-13 11:55:58","2023-12-13 11:56:00","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","8","","ztztzt108的小店","2023-12-14 17:04:37","80.00元"
"3680010325626924305","174.60","0.00","0","174.60","0","174.60","0","交易成功","","快递","2023-12-13 11:23:49","2023-12-13 11:23:55","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","18","","ztztzt108的小店","2023-12-17 17:57:47","174.60元"
"3676862773095639733","49.46","0.00","0","49.46","0","49.46","0","交易成功","","快递","2023-12-12 10:50:22","2023-12-12 10:50:31","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","5","","ztztzt108的小店","2023-12-17 14:08:53","49.46元"
"3675748682817545076","98.34","0.00","0","98.34","0","98.34","0","交易成功","","快递","2023-12-11 20:30:45","2023-12-11 20:30:48","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-16 20:54:42","98.34元"
"3675627903730432771","99.65","0.00","0","99.65","0","99.65","0","交易成功","","快递","2023-12-11 18:44:42","2023-12-11 18:45:32","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-16 22:36:15","99.65元"
"3675632763106260558","100.00","0.00","0","100.00","0","100.00","0","交易成功","","快递","2023-12-11 18:41:47","2023-12-11 18:41:50","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-16 22:47:09","100.00元"
"3675611955998675314","97.00","0.00","0","97.00","0","97.00","0","交易成功","","快递","2023-12-11 18:39:41","2023-12-11 18:39:47","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","10","","ztztzt108的小店","2023-12-16 22:33:31","97.00元"
"3673568235002566450","30.00","0.00","0","30.00","0","30.00","0","交易关闭","","快递","2023-12-10 20:40:17","","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","3","","ztztzt108的小店","","0.00元"
"3672939204400566450","30.00","0.00","0","30.00","0","30.00","0","交易成功","","快递","2023-12-10 20:37:31","2023-12-10 20:40:15","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","3","","ztztzt108的小店","2023-12-20 20:58:33","30.00元"
"3663937189112944627","116.40","0.00","0","116.40","0","0.00","0","交易关闭","","快递","2023-12-06 11:08:18","2023-12-06 11:08:22","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","12","","ztztzt108的小店","","0.00元"
"3654978627854724203","500.00","0.00","0","500.00","0","500.00","0","交易成功","","快递","2023-12-01 10:20:20","2023-12-01 10:20:57","网页vue/react/h5前端/javascript/angular编程站制做nodejs开发","1","","","","","50","","ztztzt108的小店","2023-12-11 10:23:04","500.00元"
"3648373236996737330","60.00","0.00","0","60.00","0","60.00","0","交易成功","","快递","2023-11-27 11:07:50","2023-11-27 11:07:51","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","6","","ztztzt108的小店","2023-12-07 13:49:35","60.00元"
"3635392646234428412","9.70","0.00","0","9.70","0","9.70","0","交易成功","","快递","2023-11-17 23:02:52","2023-11-17 23:02:58","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","1","","ztztzt108的小店","2023-11-20 17:38:23","9.70元"
"3634508522555428412","30.00","0.00","0","30.00","0","30.00","0","交易成功","","快递","2023-11-17 12:00:49","2023-11-17 12:24:27","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","1","","ztztzt108的小店","2023-11-20 17:38:23","30.00元"
"3633990444873428412","9.70","0.00","0","9.70","0","9.70","0","交易关闭","","快递","2023-11-17 11:59:53","","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","1","","ztztzt108的小店","","0.00元"
"2007486619386177673","48.50","0.00","0","48.50","0","48.50","0","交易成功","","快递","2023-10-31 21:36:55","2023-10-31 21:37:06","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","5","","ztztzt108的小店","2023-10-31 22:11:13","48.50元"
"2004546074910833396","150.00","0.00","0","150.00","0","150.00","0","交易成功","","快递","2023-10-30 19:43:14","2023-10-30 19:43:20","前端网站制作html/jquery/javascript/vue/react/angular代码编程","1","","","","","15","","ztztzt108的小店","2023-10-31 13:31:31","150.00元"
